placeID, Nama_Resto;;
R0001,Atmosphere Resort Café;;
R0002,Braga Permai Resto;;
R0003,Cafe Halaman;;
R0004,Dusun Bambu;;
R0005,Eastern;;
R0006,Hummingbird Eatery;;
R0007,Kampung Daun;;
R0008,Karnivor;;
R0009,Maja House;;
R0010,Miss Bee Providore;;
R0011,Raja Rasa;;
R0012,Sushi Tei;;
R0013,The Peak;;
R0014,The Stone Café;;
R0015,The Valley;;
R0016,Tizi's;;
R0017,Two Hands Full;;
R0018,Warung Pasta;;
